,region_name,region_type,year,crime_viol_rt,hh_inc_med_adj,hh_u18_pct,pop_65p_pct,pop_num
391,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2018,,"$164,760",10.1%,19.4%,143582
392,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2018-2022,,,,,
393,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2019,,"$185,630",10.8%,15.8%,148482
394,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2019-2023,,,,,
395,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2020,,,,,
396,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2021,,"$134,460",10.9%,18.9%,"144,396"
397,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2022,,"$153,850",11.2%,18.5%,183089
398,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2023,,"$149,640",10.7%,20.3%,"211,155"
399,Stuyvesant Town/Turtle Bay,Sub-Borough Area,2024,,,,,
400,Upper West Side,Sub-Borough Area,2000,,"$124,620",14.6%,13.4%,"192,213"
401,Upper West Side,Sub-Borough Area,2001,,,,,
402,Upper West Side,Sub-Borough Area,2002,,,,,
403,Upper West Side,Sub-Borough Area,2003,,,,,
404,Upper West Side,Sub-Borough Area,2004,,,,,
405,Upper West Side,Sub-Borough Area,2005,,"$104,140",17.2%,15.0%,208708
406,Upper West Side,Sub-Borough Area,2005-2009,,,,,
407,Upper West Side,Sub-Borough Area,2006,,"$137,250",21.2%,14.8%,216812
408,Upper West Side,Sub-Borough Area,2006-2010,,,,,
409,Upper West Side,Sub-Borough Area,2007,,"$127,840",19.3%,13.4%,214490
410,Upper West Side,Sub-Borough Area,2007-2011,,,,,
411,Upper West Side,Sub-Borough Area,2008,,"$146,010",17.9%,13.9%,207754
412,Upper West Side,Sub-Borough Area,2008-2012,,,,,
413,Upper West Side,Sub-Borough Area,2009,,"$149,260",20.8%,13.9%,213137
414,Upper West Side,Sub-Borough Area,2009-2013,,,,,
415,Upper West Side,Sub-Borough Area,2010,,"$124,880",18.9%,16.7%,"199,843"
416,Upper West Side,Sub-Borough Area,2010-2014,,,,,
417,Upper West Side,Sub-Borough Area,2011,,"$124,340",18.3%,16.8%,"193,671"
418,Upper West Side,Sub-Borough Area,2011-2015,,,,,
419,Upper West Side,Sub-Borough Area,2012,,"$121,490",18.5%,19.9%,198568
420,Upper West Side,Sub-Borough Area,2012-2016,,,,,
421,Upper West Side,Sub-Borough Area,2013,,"$129,180",15.9%,17.7%,179877
422,Upper West Side,Sub-Borough Area,2013-2017,,,,,
423,Upper West Side,Sub-Borough Area,2014,,"$136,370",18.8%,18.4%,"192,374"
424,Upper West Side,Sub-Borough Area,2014-2018,,,,,
425,Upper West Side,Sub-Borough Area,2015,,"$129,600",13.7%,19.8%,"189,827"
426,Upper West Side,Sub-Borough Area,2015-2019,,,,,
427,Upper West Side,Sub-Borough Area,2016,,"$141,200",13.9%,21.9%,"189,492"
428,Upper West Side,Sub-Borough Area,2016-2020,,,,,
429,Upper West Side,Sub-Borough Area,2017,,"$154,200",20.8%,20.1%,"207,134"
430,Upper West Side,Sub-Borough Area,2017-2021,,,,,
431,Upper West Side,Sub-Borough Area,2018,,"$148,790",20.1%,22.0%,"191,222"
432,Upper West Side,Sub-Borough Area,2018-2022,,,,,
433,Upper West Side,Sub-Borough Area,2019,,"$164,280",17.9%,21.3%,"179,682"
434,Upper West Side,Sub-Borough Area,2019-2023,,,,,
435,Upper West Side,Sub-Borough Area,2020,,,,,
436,Upper West Side,Sub-Borough Area,2021,,"$130,150",17.8%,25.0%,197826
437,Upper West Side,Sub-Borough Area,2022,,"$151,140",21.1%,21.9%,"226,989"
438,Upper West Side,Sub-Borough Area,2023,,"$155,710",21.4%,20.2%,224282
439,Upper West Side,Sub-Borough Area,2024,,,,,
440,Upper East Side,Sub-Borough Area,2000,,"$141,610",13.3%,14.2%,217063
441,Upper East Side,Sub-Borough Area,2001,,,,,
442,Upper East Side,Sub-Borough Area,2002,,,,,
443,Upper East Side,Sub-Borough Area,2003,,,,,
444,Upper East Side,Sub-Borough Area,2004,,,,,
445,Upper East Side,Sub-Borough Area,2005,,"$102,540",15.8%,15.9%,"211,724"
446,Upper East Side,Sub-Borough Area,2005-2009,,,,,
447,Upper East Side,Sub-Borough Area,2006,,"$145,740",17.2%,14.3%,"214,459"
448,Upper East Side,Sub-Borough Area,2006-2010,,,,,
449,Upper East Side,Sub-Borough Area,2007,,"$151,470",16.9%,14.9%,218253
450,Upper East Side,Sub-Borough Area,2007-2011,,,,,
451,Upper East Side,Sub-Borough Area,2008,,"$156,180",17.8%,16.5%,232241
452,Upper East Side,Sub-Borough Area,2008-2012,,,,,
453,Upper East Side,Sub-Borough Area,2009,,"$139,450",18.8%,15.5%,234133
454,Upper East Side,Sub-Borough Area,2009-2013,,,,,
455,Upper East Side,Sub-Borough Area,2010,,"$132,480",16.2%,17.6%,218842
456,Upper East Side,Sub-Borough Area,2010-2014,,,,,
457,Upper East Side,Sub-Borough Area,2011,,"$141,950",15.7%,19.8%,209534
458,Upper East Side,Sub-Borough Area,2011-2015,,,,,
459,Upper East Side,Sub-Borough Area,2012,,"$131,420",15.5%,19.0%,220861
460,Upper East Side,Sub-Borough Area,2012-2016,,,,,
461,Upper East Side,Sub-Borough Area,2013,,"$140,130",17.6%,19.8%,217537
462,Upper East Side,Sub-Borough Area,2013-2017,,,,,
463,Upper East Side,Sub-Borough Area,2014,,"$148,000",18.2%,18.2%,221898
464,Upper East Side,Sub-Borough Area,2014-2018,,,,,
465,Upper East Side,Sub-Borough Area,2015,,"$131,410",18.1%,20.0%,214571
466,Upper East Side,Sub-Borough Area,2015-2019,,,,,
467,Upper East Side,Sub-Borough Area,2016,,"$148,440",17.8%,18.1%,219004
468,Upper East Side,Sub-Borough Area,2016-2020,,,,,
469,Upper East Side,Sub-Borough Area,2017,,"$163,480",17.5%,19.2%,214219
470,Upper East Side,Sub-Borough Area,2017-2021,,,,,
471,Upper East Side,Sub-Borough Area,2018,,"$148,630",16.0%,21.5%,204469
472,Upper East Side,Sub-Borough Area,2018-2022,,,,,
473,Upper East Side,Sub-Borough Area,2019,,"$161,320",19.1%,21.4%,"216,874"
474,Upper East Side,Sub-Borough Area,2019-2023,,,,,
475,Upper East Side,Sub-Borough Area,2020,,,,,
476,Upper East Side,Sub-Borough Area,2021,,"$149,240",18.2%,20.9%,"207,429"
477,Upper East Side,Sub-Borough Area,2022,,"$154,150",16.5%,22.9%,206975
478,Upper East Side,Sub-Borough Area,2023,,"$165,280",14.8%,25.8%,198035
479,Upper East Side,Sub-Borough Area,2024,,,,,
480,Morningside Heights/Hamilton Heights,Sub-Borough Area,2000,,"$56,650",30.9%,10.0%,129533
481,Morningside Heights/Hamilton Heights,Sub-Borough Area,2001,,,,,
482,Morningside Heights/Hamilton Heights,Sub-Borough Area,2002,,,,,
483,Morningside Heights/Hamilton Heights,Sub-Borough Area,2003,,,,,
484,Morningside Heights/Hamilton Heights,Sub-Borough Area,2004,,,,,
485,Morningside Heights/Hamilton Heights,Sub-Borough Area,2005,,"$34,630",28.0%,13.4%,"114,405"
486,Morningside Heights/Hamilton Heights,Sub-Borough Area,2005-2009,,,,,
487,Morningside Heights/Hamilton Heights,Sub-Borough Area,2006,,"$43,550",24.8%,13.3%,"122,736"
488,Morningside Heights/Hamilton Heights,Sub-Borough Area,2006-2010,,,,,
489,Morningside Heights/Hamilton Heights,Sub-Borough Area,2007,,"$61,650",26.7%,10.8%,"130,456"
490,Morningside Heights/Hamilton Heights,Sub-Borough Area,2007-2011,,,,,
491,Morningside Heights/Hamilton Heights,Sub-Borough Area,2008,,"$53,260",27.6%,11.6%,"123,363"
492,Morningside Heights/Hamilton Heights,Sub-Borough Area,2008-2012,,,,,
493,Morningside Heights/Hamilton Heights,Sub-Borough Area,2009,,"$54,490",25.8%,10.6%,"132,851"
494,Morningside Heights/Hamilton Heights,Sub-Borough Area,2009-2013,,,,,
495,Morningside Heights/Hamilton Heights,Sub-Borough Area,2010,,"$51,710",25.3%,10.9%,"138,048"
496,Morningside Heights/Hamilton Heights,Sub-Borough Area,2010-2014,,,,,
497,Morningside Heights/Hamilton Heights,Sub-Borough Area,2011,,"$53,270",24.8%,10.7%,"138,515"
498,Morningside Heights/Hamilton Heights,Sub-Borough Area,2011-2015,,,,,
499,Morningside Heights/Hamilton Heights,Sub-Borough Area,2012,,"$53,470",24.2%,12.1%,"128,093"
500,Morningside Heights/Hamilton Heights,Sub-Borough Area,2012-2016,,,,,
501,Morningside Heights/Hamilton Heights,Sub-Borough Area,2013,,"$59,340",22.9%,11.4%,"130,017"
502,Morningside Heights/Hamilton Heights,Sub-Borough Area,2013-2017,,,,,
503,Morningside Heights/Hamilton Heights,Sub-Borough Area,2014,,"$54,240",24.7%,9.8%,"130,739"
504,Morningside Heights/Hamilton Heights,Sub-Borough Area,2014-2018,,,,,
505,Morningside Heights/Hamilton Heights,Sub-Borough Area,2015,,"$62,440",23.4%,12.4%,"132,630"
506,Morningside Heights/Hamilton Heights,Sub-Borough Area,2015-2019,,,,,
507,Morningside Heights/Hamilton Heights,Sub-Borough Area,2016,,"$62,220",25.5%,11.7%,125195
508,Morningside Heights/Hamilton Heights,Sub-Borough Area,2016-2020,,,,,
509,Morningside Heights/Hamilton Heights,Sub-Borough Area,2017,,"$62,290",21.1%,13.1%,136017
510,Morningside Heights/Hamilton Heights,Sub-Borough Area,2017-2021,,,,,
511,Morningside Heights/Hamilton Heights,Sub-Borough Area,2018,,"$73,310",25.9%,13.0%,145440
512,Morningside Heights/Hamilton Heights,Sub-Borough Area,2018-2022,,,,,
513,Morningside Heights/Hamilton Heights,Sub-Borough Area,2019,,"$82,150",17.7%,14.0%,132837
514,Morningside Heights/Hamilton Heights,Sub-Borough Area,2019-2023,,,,,
515,Morningside Heights/Hamilton Heights,Sub-Borough Area,2020,,,,,
516,Morningside Heights/Hamilton Heights,Sub-Borough Area,2021,,"$61,280",18.1%,14.8%,"118,426"
517,Morningside Heights/Hamilton Heights,Sub-Borough Area,2022,,"$64,090",16.6%,16.7%,105801
518,Morningside Heights/Hamilton Heights,Sub-Borough Area,2023,,"$56,580",17.2%,18.7%,"109,668"
519,Morningside Heights/Hamilton Heights,Sub-Borough Area,2024,,,,,
520,Central Harlem,Sub-Borough Area,2000,,"$40,410",34.0%,11.3%,"109,091"
521,Central Harlem,Sub-Borough Area,2001,,,,,
522,Central Harlem,Sub-Borough Area,2002,,,,,
523,Central Harlem,Sub-Borough Area,2003,,,,,
524,Central Harlem,Sub-Borough Area,2004,,,,,
525,Central Harlem,Sub-Borough Area,2005,,"$33,130",33.8%,9.2%,118291
526,Central Harlem,Sub-Borough Area,2005-2009,,,,,
527,Central Harlem,Sub-Borough Area,2006,,"$40,900",32.5%,10.3%,118143
528,Central Harlem,Sub-Borough Area,2006-2010,,,,,
529,Central Harlem,Sub-Borough Area,2007,,"$45,990",30.0%,11.0%,124883
530,Central Harlem,Sub-Borough Area,2007-2011,,,,,
531,Central Harlem,Sub-Borough Area,2008,,"$47,000",31.6%,11.5%,"125,875"
532,Central Harlem,Sub-Borough Area,2008-2012,,,,,
533,Central Harlem,Sub-Borough Area,2009,,"$44,420",30.5%,10.1%,"122,336"
534,Central Harlem,Sub-Borough Area,2009-2013,,,,,
535,Central Harlem,Sub-Borough Area,2010,,"$49,030",27.8%,10.5%,126558
536,Central Harlem,Sub-Borough Area,2010-2014,,,,,
537,Central Harlem,Sub-Borough Area,2011,,"$47,690",27.3%,10.8%,123524
538,Central Harlem,Sub-Borough Area,2011-2015,,,,,
539,Central Harlem,Sub-Borough Area,2012,,"$48,750",32.4%,9.0%,"138,256"
540,Central Harlem,Sub-Borough Area,2012-2016,,,,,
541,Central Harlem,Sub-Borough Area,2013,,"$48,040",28.4%,8.8%,"148,434"
542,Central Harlem,Sub-Borough Area,2013-2017,,,,,
543,Central Harlem,Sub-Borough Area,2014,,"$52,100",25.4%,9.9%,"132,027"
544,Central Harlem,Sub-Borough Area,2014-2018,,,,,
545,Central Harlem,Sub-Borough Area,2015,,"$59,060",27.2%,8.4%,"140,209"
546,Central Harlem,Sub-Borough Area,2015-2019,,,,,
547,Central Harlem,Sub-Borough Area,2016,,"$57,920",24.2%,10.5%,"143,487"
548,Central Harlem,Sub-Borough Area,2016-2020,,,,,
549,Central Harlem,Sub-Borough Area,2017,,"$61,060",26.4%,11.4%,"147,442"
550,Central Harlem,Sub-Borough Area,2017-2021,,,,,
551,Central Harlem,Sub-Borough Area,2018,,"$58,270",27.5%,11.0%,"146,309"
552,Central Harlem,Sub-Borough Area,2018-2022,,,,,
553,Central Harlem,Sub-Borough Area,2019,,"$66,000",22.8%,11.9%,"136,351"
554,Central Harlem,Sub-Borough Area,2019-2023,,,,,
555,Central Harlem,Sub-Borough Area,2020,,,,,
556,Central Harlem,Sub-Borough Area,2021,,"$51,710",23.4%,13.6%,128792
557,Central Harlem,Sub-Borough Area,2022,,"$53,970",21.9%,12.2%,"138,953"
558,Central Harlem,Sub-Borough Area,2023,,"$50,830",21.8%,14.0%,134774
559,Central Harlem,Sub-Borough Area,2024,,,,,
560,East Harlem,Sub-Borough Area,2000,,"$43,430",38.1%,11.5%,"115,433"
561,East Harlem,Sub-Borough Area,2001,,,,,
562,East Harlem,Sub-Borough Area,2002,,,,,
563,East Harlem,Sub-Borough Area,2003,,,,,
564,East Harlem,Sub-Borough Area,2004,,,,,
565,East Harlem,Sub-Borough Area,2005,,"$33,350",30.7%,11.8%,109772
566,East Harlem,Sub-Borough Area,2005-2009,,,,,
567,East Harlem,Sub-Borough Area,2006,,"$40,900",36.5%,10.4%,134287
568,East Harlem,Sub-Borough Area,2006-2010,,,,,
569,East Harlem,Sub-Borough Area,2007,,"$45,210",32.0%,11.9%,121457
570,East Harlem,Sub-Borough Area,2007-2011,,,,,
571,East Harlem,Sub-Borough Area,2008,,"$43,000",36.1%,10.0%,126609
572,East Harlem,Sub-Borough Area,2008-2012,,,,,
573,East Harlem,Sub-Borough Area,2009,,"$39,480",30.1%,13.5%,113328
574,East Harlem,Sub-Borough Area,2009-2013,,,,,
575,East Harlem,Sub-Borough Area,2010,,"$42,420",26.9%,12.5%,114525
576,East Harlem,Sub-Borough Area,2010-2014,,,,,
577,East Harlem,Sub-Borough Area,2011,,"$41,690",31.3%,11.9%,123386
578,East Harlem,Sub-Borough Area,2011-2015,,,,,
579,East Harlem,Sub-Borough Area,2012,,"$41,040",29.4%,10.7%,122538
580,East Harlem,Sub-Borough Area,2012-2016,,,,,
581,East Harlem,Sub-Borough Area,2013,,"$35,060",27.3%,12.1%,114311
582,East Harlem,Sub-Borough Area,2013-2017,,,,,
583,East Harlem,Sub-Borough Area,2014,,"$40,250",27.4%,12.4%,129713
584,East Harlem,Sub-Borough Area,2014-2018,,,,,
585,East Harlem,Sub-Borough Area,2015,,"$38,560",26.5%,12.1%,122434
586,East Harlem,Sub-Borough Area,2015-2019,,,,,
587,East Harlem,Sub-Borough Area,2016,,"$43,680",30.5%,12.0%,134279
588,East Harlem,Sub-Borough Area,2016-2020,,,,,
589,East Harlem,Sub-Borough Area,2017,,"$45,770",25.0%,12.8%,"128,316"
590,East Harlem,Sub-Borough Area,2017-2021,,,,,
591,East Harlem,Sub-Borough Area,2018,,"$39,760",22.1%,13.0%,"110,800"
592,East Harlem,Sub-Borough Area,2018-2022,,,,,
593,East Harlem,Sub-Borough Area,2019,,"$38,940",19.1%,13.4%,111452
594,East Harlem,Sub-Borough Area,2019-2023,,,,,
595,East Harlem,Sub-Borough Area,2020,,,,,
596,East Harlem,Sub-Borough Area,2021,,"$47,270",25.6%,15.5%,123582
597,East Harlem,Sub-Borough Area,2022,,"$38,330",22.8%,13.0%,"128,317"
598,East Harlem,Sub-Borough Area,2023,,"$46,950",24.5%,16.5%,124169
599,East Harlem,Sub-Borough Area,2024,,,,,
600,Washington Heights/Inwood,Sub-Borough Area,2000,,"$56,650",40.8%,9.9%,208414
601,Washington Heights/Inwood,Sub-Borough Area,2001,,,,,
602,Washington Heights/Inwood,Sub-Borough Area,2002,,,,,
603,Washington Heights/Inwood,Sub-Borough Area,2003,,,,,
604,Washington Heights/Inwood,Sub-Borough Area,2004,,,,,
605,Washington Heights/Inwood,Sub-Borough Area,2005,,"$39,340",36.7%,9.7%,"215,215"
606,Washington Heights/Inwood,Sub-Borough Area,2005-2009,,,,,
607,Washington Heights/Inwood,Sub-Borough Area,2006,,"$49,200",34.0%,12.5%,"208,867"
608,Washington Heights/Inwood,Sub-Borough Area,2006-2010,,,,,
609,Washington Heights/Inwood,Sub-Borough Area,2007,,"$52,220",33.1%,11.3%,"221,756"
610,Washington Heights/Inwood,Sub-Borough Area,2007-2011,,,,,
611,Washington Heights/Inwood,Sub-Borough Area,2008,,"$53,690",30.5%,12.5%,"203,239"
612,Washington Heights/Inwood,Sub-Borough Area,2008-2012,,,,,
613,Washington Heights/Inwood,Sub-Borough Area,2009,,"$52,340",28.1%,11.9%,"208,123"
614,Washington Heights/Inwood,Sub-Borough Area,2009-2013,,,,,
615,Washington Heights/Inwood,Sub-Borough Area,2010,,"$57,130",28.7%,12.0%,"205,414"
616,Washington Heights/Inwood,Sub-Borough Area,2010-2014,,,,,
617,Washington Heights/Inwood,Sub-Borough Area,2011,,"$50,700",31.6%,11.2%,"210,245"
618,Washington Heights/Inwood,Sub-Borough Area,2011-2015,,,,,
619,Washington Heights/Inwood,Sub-Borough Area,2012,,"$47,980",26.8%,13.2%,"213,564"
620,Washington Heights/Inwood,Sub-Borough Area,2012-2016,,,,,
621,Washington Heights/Inwood,Sub-Borough Area,2013,,"$48,750",29.3%,13.7%,"218,366"
622,Washington Heights/Inwood,Sub-Borough Area,2013-2017,,,,,
623,Washington Heights/Inwood,Sub-Borough Area,2014,,"$57,990",30.4%,11.9%,224365
624,Washington Heights/Inwood,Sub-Borough Area,2014-2018,,,,,
625,Washington Heights/Inwood,Sub-Borough Area,2015,,"$58,120",26.1%,12.7%,227328
626,Washington Heights/Inwood,Sub-Borough Area,2015-2019,,,,,
627,Washington Heights/Inwood,Sub-Borough Area,2016,,"$66,030",29.5%,13.4%,238759
628,Washington Heights/Inwood,Sub-Borough Area,2016-2020,,,,,
629,Washington Heights/Inwood,Sub-Borough Area,2017,,"$70,170",23.4%,14.9%,219998
630,Washington Heights/Inwood,Sub-Borough Area,2017-2021,,,,,
631,Washington Heights/Inwood,Sub-Borough Area,2018,,"$65,950",27.8%,15.5%,214040
632,Washington Heights/Inwood,Sub-Borough Area,2018-2022,,,,,
633,Washington Heights/Inwood,Sub-Borough Area,2019,,"$64,290",25.8%,15.6%,204096
634,Washington Heights/Inwood,Sub-Borough Area,2019-2023,,,,,
635,Washington Heights/Inwood,Sub-Borough Area,2020,,,,,
636,Washington Heights/Inwood,Sub-Borough Area,2021,,"$62,560",23.2%,18.0%,"216,768"
637,Washington Heights/Inwood,Sub-Borough Area,2022,,"$64,550",24.8%,19.6%,202678
638,Washington Heights/Inwood,Sub-Borough Area,2023,,"$63,860",18.6%,18.0%,"172,804"
639,Washington Heights/Inwood,Sub-Borough Area,2024,,,,,
640,Mott Haven/Hunts Point,Sub-Borough Area,2000,,"$33,040",50.6%,7.5%,"130,448"
641,Mott Haven/Hunts Point,Sub-Borough Area,2001,,,,,
642,Mott Haven/Hunts Point,Sub-Borough Area,2002,,,,,
643,Mott Haven/Hunts Point,Sub-Borough Area,2003,,,,,
644,Mott Haven/Hunts Point,Sub-Borough Area,2004,,,,,
645,Mott Haven/Hunts Point,Sub-Borough Area,2005,,"$17,210",50.9%,7.6%,135114
646,Mott Haven/Hunts Point,Sub-Borough Area,2005-2009,,,,,
647,Mott Haven/Hunts Point,Sub-Borough Area,2006,,"$27,020",46.4%,7.5%,"137,900"
648,Mott Haven/Hunts Point,Sub-Borough Area,2006-2010,,,,,
649,Mott Haven/Hunts Point,Sub-Borough Area,2007,,"$30,670",50.8%,7.6%,"150,667"
650,Mott Haven/Hunts Point,Sub-Borough Area,2007-2011,,,,,
651,Mott Haven/Hunts Point,Sub-Borough Area,2008,,"$27,190",46.2%,7.9%,152295
652,Mott Haven/Hunts Point,Sub-Borough Area,2008-2012,,,,,
653,Mott Haven/Hunts Point,Sub-Borough Area,2009,,"$27,150",45.7%,7.4%,151980
654,Mott Haven/Hunts Point,Sub-Borough Area,2009-2013,,,,,
655,Mott Haven/Hunts Point,Sub-Borough Area,2010,,"$28,920",50.1%,8.1%,"156,790"
656,Mott Haven/Hunts Point,Sub-Borough Area,2010-2014,,,,,
657,Mott Haven/Hunts Point,Sub-Borough Area,2011,,"$28,530",47.9%,8.8%,"152,042"
658,Mott Haven/Hunts Point,Sub-Borough Area,2011-2015,,,,,
659,Mott Haven/Hunts Point,Sub-Borough Area,2012,,"$25,300",45.3%,7.5%,"158,351"
660,Mott Haven/Hunts Point,Sub-Borough Area,2012-2016,,,,,
661,Mott Haven/Hunts Point,Sub-Borough Area,2013,,"$30,040",46.0%,6.5%,"162,945"
662,Mott Haven/Hunts Point,Sub-Borough Area,2013-2017,,,,,
663,Mott Haven/Hunts Point,Sub-Borough Area,2014,,"$27,120",44.9%,9.1%,"167,147"
664,Mott Haven/Hunts Point,Sub-Borough Area,2014-2018,,,,,
665,Mott Haven/Hunts Point,Sub-Borough Area,2015,,"$31,310",42.9%,9.2%,"165,085"
666,Mott Haven/Hunts Point,Sub-Borough Area,2015-2019,,,,,
667,Mott Haven/Hunts Point,Sub-Borough Area,2016,,"$34,660",42.8%,7.5%,"166,272"
668,Mott Haven/Hunts Point,Sub-Borough Area,2016-2020,,,,,
669,Mott Haven/Hunts Point,Sub-Borough Area,2017,,"$26,090",39.3%,8.7%,"156,357"
670,Mott Haven/Hunts Point,Sub-Borough Area,2017-2021,,,,,
671,Mott Haven/Hunts Point,Sub-Borough Area,2018,,"$31,420",38.7%,9.0%,"164,003"
672,Mott Haven/Hunts Point,Sub-Borough Area,2018-2022,,,,,
673,Mott Haven/Hunts Point,Sub-Borough Area,2019,,"$30,130",32.0%,10.6%,"146,824"
674,Mott Haven/Hunts Point,Sub-Borough Area,2019-2023,,,,,
675,Mott Haven/Hunts Point,Sub-Borough Area,2020,,,,,
676,Mott Haven/Hunts Point,Sub-Borough Area,2021,,"$34,500",35.6%,12.0%,"159,556"
677,Mott Haven/Hunts Point,Sub-Borough Area,2022,,"$34,110",32.3%,13.6%,"146,382"
678,Mott Haven/Hunts Point,Sub-Borough Area,2023,,"$35,230",32.3%,14.3%,"141,127"
679,Mott Haven/Hunts Point,Sub-Borough Area,2024,,,,,
680,Morrisania/Belmont,Sub-Borough Area,2000,,"$34,930",50.7%,7.1%,141685
681,Morrisania/Belmont,Sub-Borough Area,2001,,,,,
682,Morrisania/Belmont,Sub-Borough Area,2002,,,,,
683,Morrisania/Belmont,Sub-Borough Area,2003,,,,,
684,Morrisania/Belmont,Sub-Borough Area,2004,,,,,
685,Morrisania/Belmont,Sub-Borough Area,2005,,"$23,200",50.8%,7.4%,140658
686,Morrisania/Belmont,Sub-Borough Area,2005-2009,,,,,
687,Morrisania/Belmont,Sub-Borough Area,2006,,"$27,940",50.2%,6.2%,156950
688,Morrisania/Belmont,Sub-Borough Area,2006-2010,,,,,
689,Morrisania/Belmont,Sub-Borough Area,2007,,"$30,420",47.2%,8.3%,154519
690,Morrisania/Belmont,Sub-Borough Area,2007-2011,,,,,
691,Morrisania/Belmont,Sub-Borough Area,2008,,"$29,820",46.5%,7.4%,152922
692,Morrisania/Belmont,Sub-Borough Area,2008-2012,,,,,
693,Morrisania/Belmont,Sub-Borough Area,2009,,"$33,070",45.3%,7.5%,149921
694,Morrisania/Belmont,Sub-Borough Area,2009-2013,,,,,
695,Morrisania/Belmont,Sub-Borough Area,2010,,"$28,550",47.4%,7.2%,160651
696,Morrisania/Belmont,Sub-Borough Area,2010-2014,,,,,
697,Morrisania/Belmont,Sub-Borough Area,2011,,"$30,180",49.9%,7.0%,172448
698,Morrisania/Belmont,Sub-Borough Area,2011-2015,,,,,
699,Morrisania/Belmont,Sub-Borough Area,2012,,"$27,240",46.0%,7.8%,166828
700,Morrisania/Belmont,Sub-Borough Area,2012-2016,,,,,
701,Morrisania/Belmont,Sub-Borough Area,2013,,"$31,570",42.5%,8.5%,168746
702,Morrisania/Belmont,Sub-Borough Area,2013-2017,,,,,
703,Morrisania/Belmont,Sub-Borough Area,2014,,"$28,310",43.3%,8.9%,172247
704,Morrisania/Belmont,Sub-Borough Area,2014-2018,,,,,
705,Morrisania/Belmont,Sub-Borough Area,2015,,"$30,850",42.0%,8.6%,"176,226"
706,Morrisania/Belmont,Sub-Borough Area,2015-2019,,,,,
707,Morrisania/Belmont,Sub-Borough Area,2016,,"$32,760",39.9%,9.4%,"174,740"
708,Morrisania/Belmont,Sub-Borough Area,2016-2020,,,,,
709,Morrisania/Belmont,Sub-Borough Area,2017,,"$32,330",41.6%,10.3%,188075
710,Morrisania/Belmont,Sub-Borough Area,2017-2021,,,,,
711,Morrisania/Belmont,Sub-Borough Area,2018,,"$32,330",39.7%,10.3%,175456
712,Morrisania/Belmont,Sub-Borough Area,2018-2022,,,,,
713,Morrisania/Belmont,Sub-Borough Area,2019,,"$28,360",35.8%,10.0%,"172,930"
714,Morrisania/Belmont,Sub-Borough Area,2019-2023,,,,,
715,Morrisania/Belmont,Sub-Borough Area,2020,,,,,
716,Morrisania/Belmont,Sub-Borough Area,2021,,"$34,470",34.9%,11.3%,175532
717,Morrisania/Belmont,Sub-Borough Area,2022,,"$33,540",35.6%,11.5%,"168,992"
718,Morrisania/Belmont,Sub-Borough Area,2023,,"$32,020",32.7%,12.1%,165689
719,Morrisania/Belmont,Sub-Borough Area,2024,,,,,
720,Highbridge/South Concourse,Sub-Borough Area,2000,,"$43,240",50.5%,6.9%,132445
721,Highbridge/South Concourse,Sub-Borough Area,2001,,,,,
722,Highbridge/South Concourse,Sub-Borough Area,2002,,,,,
723,Highbridge/South Concourse,Sub-Borough Area,2003,,,,,
724,Highbridge/South Concourse,Sub-Borough Area,2004,,,,,
725,Highbridge/South Concourse,Sub-Borough Area,2005,,"$25,710",50.1%,7.2%,"132,813"
